"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.83154229936346e-56,1.07392946820137,0.993,0.733,1.62105667221596e-51,"0","RPS13"
8.72020748684237e-56,1.04578783316216,0.993,0.745,2.06921803455283e-51,"0","RPL7"
2.19158947049307e-55,1.49347874817284,0.959,0.499,5.200422654533e-51,"0","MAML2"
8.29824234961739e-54,2.22659956845381,0.684,0.167,1.96908992714071e-49,"0","CCR7"
9.15644543135126e-54,1.03242966387949,0.993,0.75,2.17273293640534e-49,"0","RPS3A"
1.51053894499224e-53,0.957725324933522,0.997,0.839,3.5843578625721e-49,"0","RPL21"
1.26524481104188e-52,1.34370006525838,0.959,0.51,3.00229941212128e-48,"0","DOCK10"
1.28738821377752e-52,1.89870758521339,0.772,0.224,3.05484349247267e-48,"0","MAL"
1.92943673725125e-52,1.31412290581955,0.976,0.433,4.57836043382349e-48,"0","LDHB"
1.93559978701066e-52,0.997298752416735,0.997,0.77,4.5929847345976e-48,"0","RPL34"
4.73337283768117e-52,2.21102327672429,0.673,0.181,1.12318204065337e-47,"0","THEMIS"
5.01841166789118e-52,1.03810285210316,0.997,0.7,1.1908189046739e-47,"0","RPL22"
1.24317111585926e-51,1.31730908922152,0.969,0.524,2.94992074082245e-47,"0","NDFIP1"
1.910102897056e-51,1.67036511178651,0.847,0.329,4.53248316442419e-47,"0","LINC00861"
2.00635149286146e-51,3.15811063094038,0.527,0.092,4.76087145741095e-47,"0","AC139720.1"
3.28989828143147e-51,1.05476751175516,0.993,0.743,7.80659963200873e-47,"0","RPS6"
4.76014230134368e-51,0.996578593355379,0.993,0.791,1.12953416668584e-46,"0","RPS14"
6.9754426500733e-51,1.20444531228573,0.99,0.564,1.65520278643589e-46,"0","SNHG29"
2.28479805240462e-50,1.22837534483027,0.986,0.513,5.42159729855092e-46,"0","GAS5"
2.87234578411735e-50,1.05563867965518,0.993,0.684,6.81578931113206e-46,"0","RPL23"
3.2498081508206e-50,1.00980988640768,0.997,0.871,7.7114697610822e-46,"0","RPS12"
3.80255318917123e-50,1.14688757160219,0.986,0.585,9.02307846258442e-46,"0","NPM1"
4.80605369317659e-50,0.974318114048761,0.997,0.731,1.14042848085387e-45,"0","RPS23"
7.78560677068237e-50,1.05429727775956,0.997,0.662,1.84744663061522e-45,"0","EEF1B2"
1.4338456845567e-49,0.969092412789073,0.997,0.785,3.40237242488458e-45,"0","RPL30"
3.24470659761057e-49,0.942116948886213,0.993,0.888,7.69936428547012e-45,"0","TPT1"
7.08599962402721e-49,1.98888608746068,0.653,0.16,1.68143685078542e-44,"0","APBA2"
1.08277198726061e-48,1.03234075203598,0.993,0.664,2.5693096485707e-44,"0","TOMM7"
1.19867409206445e-48,2.17068715916963,0.646,0.16,2.84433375305974e-44,"0","TRABD2A"
2.87398887608325e-48,1.00221916705545,0.993,0.773,6.81968820405793e-44,"0","RPL32"
3.57230828487726e-48,0.9785568719902,0.993,0.745,8.47673032918525e-44,"0","RPL9"
4.58829673419846e-48,1.64518290963675,0.816,0.298,1.08875693205795e-43,"0","ITK"
2.19682176624914e-47,0.919545331674983,0.997,0.793,5.21283836913258e-43,"0","RPL35A"
2.55640226373971e-47,0.953120566711745,1,0.765,6.06608693162796e-43,"0","RPS15A"
3.44309885472312e-47,1.36100494421139,0.871,0.35,8.17012927237248e-43,"0","IL6ST"
3.89345963492649e-47,1.25119752201348,0.963,0.37,9.23879036771706e-43,"0","CD3E"
4.24628628204223e-47,0.950283952515423,0.993,0.767,1.0076012718658e-42,"0","RPL11"
5.61943391036523e-47,0.923299520728661,0.997,0.779,1.33343547259057e-42,"0","RPL39"
7.41215848920421e-47,1.41563461412298,0.905,0.413,1.75883108790327e-42,"0","RAPGEF6"
1.56130644066741e-46,0.950952631551677,0.997,0.713,3.70482405305969e-42,"0","RPS16"
1.62918326174908e-46,0.931885297038104,0.997,0.716,3.8658889618044e-42,"0","RPL24"
1.98392777574265e-46,0.956233482115501,0.993,0.717,4.70766221905972e-42,"0","RPS10"
3.01007093742635e-46,0.929553255086659,0.997,0.743,7.14259732741898e-42,"0","RPS28"
3.65386260811314e-46,1.53129804190588,0.823,0.306,8.67025058279167e-42,"0","NOSIP"
3.85458569047396e-46,1.98234226267941,0.694,0.212,9.14654638492565e-42,"0","PIK3IP1-AS1"
7.66809607740546e-46,0.928155546915141,0.997,0.728,1.81956251820754e-41,"0","RPL27A"
2.58145380451713e-45,0.905104253866421,0.993,0.774,6.12553173273869e-41,"0","RPS27A"
4.23341375764225e-45,0.953652670427821,0.997,0.724,1.00454675055093e-40,"0","RPS8"
6.36074419269579e-45,1.59477384366549,0.755,0.258,1.50934098948478e-40,"0","ANK3"
9.29653711777273e-45,0.933276770504324,0.993,0.756,2.20597529267629e-40,"0","RPL38"
1.24823145550776e-44,1.2365196889616,0.939,0.472,2.96192842077436e-40,"0","LEPROTL1"
1.9913475901072e-44,0.942682048460331,0.993,0.72,4.72526869656538e-40,"0","RPL5"
2.08425908828914e-44,3.39901591126417,0.418,0.052,4.94573839060131e-40,"0","LEF1-AS1"
2.58676415386387e-44,1.42982092216937,0.864,0.378,6.13813266070358e-40,"0","PIK3IP1"
3.78674182241793e-44,0.975466365771775,0.993,0.684,8.98555967041551e-40,"0","EEF1G"
5.16383595165889e-44,0.950632007622901,0.997,0.756,1.22532663296914e-39,"0","RPS25"
1.33708366859504e-43,0.944380941480536,0.997,0.716,3.17276583720917e-39,"0","RPL3"
1.82827018363354e-43,0.924488493565947,0.993,0.72,4.33830231874402e-39,"0","RPS29"
4.40168641527073e-43,0.911003414174018,0.993,0.739,1.04447616947959e-38,"0","RPS3"
6.27370782638924e-43,0.949344330713586,0.993,0.736,1.4886881301239e-38,"0","RPS4X"
9.82682582845139e-43,0.919028991973242,0.997,0.793,2.33180750083323e-38,"0","RPL13"
1.16586261906853e-42,0.886659252555941,0.997,0.78,2.76647540878773e-38,"0","RPLP2"
1.58735949659221e-42,0.906177466292554,0.993,0.75,3.76664534946365e-38,"0","RPL37"
1.60437342489169e-42,2.29302973591643,0.517,0.104,3.80701769992549e-38,"0","AK5"
1.8719366426234e-42,1.56368043804308,0.799,0.315,4.44191845928107e-38,"0","OXNAD1"
1.87642065671056e-42,1.85339809206488,0.677,0.206,4.45255857630848e-38,"0","TESPA1"
2.04876603678915e-42,0.31887393982273,0.959,0.409,4.86151692869697e-38,"0","BACH2"
4.67199302768819e-42,1.55897474685087,0.697,0.203,1.10861722554013e-37,"0","TNFSF8"
5.51672108162597e-42,1.09174352254348,0.973,0.568,1.30906274545903e-37,"0","EIF3E"
5.92761407452591e-42,0.902814964722436,0.993,0.797,1.40656354374425e-37,"0","RPS27"
6.69300950600204e-42,0.892256170960075,0.997,0.765,1.58818422567922e-37,"0","RPL19"
1.10576315742197e-41,0.910049763223316,0.997,0.724,2.62386539624659e-37,"0","RPS21"
1.13507021440549e-41,0.90817286840148,0.993,0.719,2.69340811176279e-37,"0","RPL14"
2.40081249807854e-41,0.950335459826354,0.993,0.679,5.69688797669057e-37,"0","RPS5"
4.6629622611417e-41,0.91780524084822,0.993,0.768,1.10647431494631e-36,"0","RPS18"
4.97482027515565e-41,1.70778979476454,0.588,0.154,1.18047510309168e-36,"0","CSGALNACT1"
8.63012236840165e-41,0.922613352628138,0.997,0.711,2.04784173679803e-36,"0","SARAF"
9.94420121630859e-41,1.36863462100888,0.83,0.341,2.35965950661787e-36,"0","GIMAP7"
1.8311022313051e-40,1.08784378348653,0.918,0.358,4.34502248466386e-36,"0","CD3D"
3.69378259485763e-40,0.892929128575911,0.993,0.708,8.76497671933766e-36,"0","RPL4"
2.01876512061638e-39,1.07872623952439,0.973,0.498,4.7903277547106e-35,"0","LTB"
2.65568288936453e-39,1.24118548717371,0.878,0.435,6.30166992817309e-35,"0","BCL2"
3.77694684037301e-39,0.959009234290663,0.99,0.656,8.96231715752112e-35,"0","UQCRB"
7.08191737572481e-39,0.852731865095057,0.993,0.762,1.68046817408574e-34,"0","NACA"
1.02674258336658e-38,0.861096710047803,0.993,0.747,2.43635747607057e-34,"0","RPL29"
1.37494132602806e-38,0.842267292582952,0.993,0.748,3.262598272532e-34,"0","RPL37A"
2.08451876131702e-38,0.901226760857278,0.993,0.688,4.94635456872916e-34,"0","RPL10A"
4.52643523521204e-38,0.959613039221878,0.976,0.593,1.07407781696346e-33,"0","SNHG5"
7.6246267167256e-38,1.10944360510321,0.932,0.482,1.80924767361182e-33,"0","AAK1"
1.70055296504112e-37,0.850942073968798,0.997,0.777,4.03524213074608e-33,"0","RPL10"
2.28030736810828e-37,1.1236851856583,0.915,0.456,5.41094135378413e-33,"0","PCED1B-AS1"
2.56016943626294e-37,0.857297194656687,0.997,0.705,6.07502605530833e-33,"0","RPL36A"
3.68124712864529e-37,0.863605130261863,0.976,0.564,8.73523131156242e-33,"0","FYB1"
3.71308970626599e-37,0.857041770125825,0.993,0.797,8.81079056399856e-33,"0","EEF1A1"
4.3458187100223e-37,1.14678372471192,0.864,0.332,1.03121932170119e-32,"0","TRAC"
4.86086037231661e-37,0.853979217936554,0.997,0.783,1.15343355774701e-32,"0","RPL13A"
4.96141395434359e-37,1.42781962955233,0.752,0.3,1.17729391722619e-32,"0","PRKCQ"
5.24663936939824e-37,2.32059728767117,0.459,0.092,1.24497505596451e-32,"0","RNF157"
6.07969112990636e-37,0.847691815531759,0.993,0.72,1.44264990821548e-32,"0","RPL6"
7.70257220062709e-37,1.6625014657953,0.578,0.155,1.8277433574868e-32,"0","RASGRF2"
9.26732589924663e-37,0.584791855844554,0.966,0.444,2.19904376263223e-32,"0","CD247"
1.42622961485719e-36,0.842278653301316,0.993,0.716,3.38430025309463e-32,"0","RPL18"
1.66536181213252e-36,0.833445732276885,0.993,0.73,3.95173704400926e-32,"0","RPS9"
1.95034855365684e-36,0.832558546065746,0.997,0.78,4.62798208297232e-32,"0","RPS15"
2.54827617631848e-36,0.922133058668058,0.993,0.677,6.04680453878613e-32,"0","RPS17"
4.93631433713997e-36,0.805651187126544,0.993,0.747,1.17133802905994e-31,"0","RPL17"
8.80999679108625e-36,0.883835223150301,0.993,0.667,2.09052413855686e-31,"0","RPLP0"
1.07634500221475e-35,1.06127653278881,0.878,0.412,2.55405905575537e-31,"0","FKBP5"
1.40169015198693e-35,0.887118565771844,0.993,0.684,3.32607056164978e-31,"0","RPSA"
2.14881198386307e-35,0.84155327760083,1,0.753,5.09891595650868e-31,"0","FOXP1"
4.5307217020484e-35,0.772999643594005,1,0.817,1.07509495267907e-30,"0","RPLP1"
1.29102312299445e-34,1.57833861381601,0.639,0.214,3.06346876855352e-30,"0","NUCB2"
2.15443666007843e-34,0.79287280262132,0.997,0.768,5.11226275070011e-30,"0","RPL28"
2.28046098921316e-34,0.828453910223533,0.997,0.76,5.41130588130392e-30,"0","RPS2"
4.07651508624289e-34,1.92937388539317,0.554,0.171,9.67316264814575e-30,"0","NR3C2"
5.17412547459801e-34,1.67086516261618,0.534,0.134,1.22776823386736e-29,"0","PCSK5"
7.11386716886283e-34,1.40672146036789,0.673,0.25,1.68804954049946e-29,"0","SCML4"
7.68830974303431e-34,1.04667678976159,0.854,0.352,1.82435901892461e-29,"0","CD3G"
8.4626508588878e-34,1.35456969561867,0.704,0.27,2.00810242230549e-29,"0","CERS6"
1.02347166741326e-33,0.811203716270832,0.993,0.694,2.42859591960492e-29,"0","RPL27"
1.62173149688867e-33,0.98009174944305,0.949,0.508,3.84820666896714e-29,"0","ETS1"
2.34425377426028e-33,1.52208101839883,0.592,0.175,5.56267978094222e-29,"0","CD28"
2.66152325972116e-33,2.32227773047768,0.514,0.147,6.31552854299235e-29,"0","TSHZ2"
4.50813455074765e-33,1.16323677210653,0.803,0.327,1.06973524754691e-28,"0","MGAT4A"
5.46925120286274e-33,1.08968001615907,0.779,0.344,1.2977986179273e-28,"0","ABLIM1"
5.65030885898565e-33,1.82016802827271,0.439,0.094,1.3407617891487e-28,"0","SATB1-AS1"
7.18955166092138e-33,1.16982165128929,0.861,0.393,1.70600871362003e-28,"0","CD96"
7.32218939160853e-33,0.896760928862528,0.942,0.538,1.73748232073479e-28,"0","TGFBR2"
7.94343442218167e-33,1.94497117343164,0.5,0.135,1.88489755403949e-28,"0","RETREG1"
1.28598787115134e-32,0.793597482182788,0.619,0.189,3.05152061945502e-28,"0","IGF1R"
1.35089432624966e-32,0.774124044705577,0.993,0.739,3.20553714675781e-28,"0","RPS7"
2.11285110766942e-32,0.811756351128238,0.993,0.714,5.01358439338878e-28,"0","RPL36"
2.81028199897053e-32,0.706704010700346,0.993,0.79,6.66851815535716e-28,"0","RPS11"
2.02818860004782e-31,0.79570689600707,0.997,0.734,4.81268872905347e-27,"0","RPL23A"
2.4475554558979e-31,0.75472098169425,0.997,0.728,5.80780434130013e-27,"0","RPL26"
4.09674410991951e-31,0.733684184403169,0.993,0.757,9.721164098428e-27,"0","RPL15"
4.53051721637511e-31,1.41614497598414,0.697,0.269,1.07504643027365e-26,"0","FAM117B"
4.70207743021975e-31,0.768467108296544,1,0.879,1.11575595341684e-26,"0","MALAT1"
5.3569468902137e-31,0.776133152501763,0.993,0.713,1.27114992757881e-26,"0","RACK1"
6.96258007479565e-31,1.24550854669048,0.656,0.229,1.65215062594826e-26,"0","CD27"
7.77313232679502e-31,1.65783237034432,0.599,0.203,1.84448656982519e-26,"0","SGTB"
1.30374594124282e-30,0.742884529515137,0.993,0.74,3.0936587439751e-26,"0","RPS24"
1.40857179885091e-30,0.995657107546696,0.881,0.472,3.34240002149333e-26,"0","SNHG8"
1.79228738183686e-30,0.765712994077298,0.993,0.74,4.25291872836069e-26,"0","RPS19"
2.73974395688623e-30,2.4807899079689,0.357,0.063,6.50113843529534e-26,"0","PRKCA-AS1"
5.76526292866183e-30,0.610503723738316,0.935,0.449,1.36803924034217e-25,"0","PRKCH"
7.18156365453295e-30,0.766465564545499,0.997,0.688,1.70411323958412e-25,"0","RPL35"
1.96982559832393e-29,0.678559150622823,0.993,0.831,4.67419916226285e-25,"0","UBA52"
2.1813941984075e-29,0.760796464221984,0.997,0.748,5.17623029340116e-25,"0","RPL12"
2.54331093723662e-29,0.767391386679387,0.918,0.475,6.03502252296878e-25,"0","SAMHD1"
3.08743575858016e-29,0.996349542636753,0.881,0.461,7.32617631153487e-25,"0","PDE7A"
4.70424754733985e-29,0.879515490244903,0.912,0.479,1.11627090050827e-24,"0","C12orf57"
5.37152402315281e-29,0.95449662282717,0.925,0.527,1.27460893545393e-24,"0","ATM"
1.22371461674404e-28,1.12784629653629,0.813,0.379,2.90375241407194e-24,"0","SNHG32"
1.61021523533487e-28,2.20057794417018,0.367,0.072,3.82087973192611e-24,"0","MAN1C1"
1.69000899941962e-28,0.761904568190609,0.986,0.661,4.01022235472282e-24,"0","COX4I1"
1.73561738974193e-28,0.869492761766205,0.956,0.578,4.11844650411864e-24,"0","IKZF1"
2.46102128127199e-28,0.777744494898286,0.993,0.75,5.83975739833029e-24,"0","RPL18A"
3.09000966364071e-28,0.728562925622597,0.993,0.72,7.33228393085303e-24,"0","RPL7A"
3.36804459070296e-28,1.70832712608649,0.531,0.174,7.99203300927906e-24,"0","SATB1"
4.32837710765483e-28,1.2080245497523,0.626,0.214,1.02708060387541e-23,"0","CD6"
4.86293769731021e-28,0.811153026641922,0.966,0.59,1.15392648619474e-23,"0","CD48"
5.04396285057853e-28,0.939643152682869,0.83,0.427,1.19688194481378e-23,"0","TRBC2"
1.12637458903155e-27,1.78748317670416,0.449,0.117,2.67277426231297e-23,"0","GIMAP5"
2.35174024115208e-27,0.841742962937026,0.976,0.584,5.58044441822977e-23,"0","NOP53"
3.32153462814578e-27,3.26480814786805,0.276,0.037,7.88166951912711e-23,"0","KANK1"
8.58736157865765e-27,1.1711304679072,0.752,0.347,2.03769502899967e-22,"0","TNRC6C"
9.05424112339358e-27,1.96127100527655,0.408,0.101,2.14848087617006e-22,"0","LINC01550"
1.25496103335481e-26,0.7483424015738,0.969,0.661,2.97789703604764e-22,"0","COX7C"
5.43409667121037e-26,0.909494645296151,0.874,0.508,1.28945679911151e-21,"0","EIF4B"
5.84447279683661e-26,1.11240535311357,0.765,0.384,1.38683494996136e-21,"0","PSMA1"
9.09260322636148e-26,1.2671490693718,0.636,0.258,2.15758381958331e-21,"0","PATJ"
9.74845826136855e-26,0.993522550758828,0.735,0.316,2.31321166084014e-21,"0","LIME1"
1.34622933247945e-25,1.15279410938289,0.605,0.223,3.19446758304048e-21,"0","GIMAP1"
1.53385055872179e-25,0.473776873757741,0.908,0.398,3.63967399079095e-21,"0","IL32"
2.2268815659578e-25,1.72218692065161,0.415,0.112,5.28416726786125e-21,"0","ITGA6"
3.56300012709328e-25,1.07781148377309,0.673,0.293,8.45464300157963e-21,"0","ZEB1"
3.73063124826001e-25,2.08794850764297,0.313,0.057,8.85241488899617e-21,"0","LINC00243"
5.5183081496147e-25,0.762309348919275,0.952,0.614,1.30943934082207e-20,"0","HNRNPA1"
5.67315520463029e-25,0.940004909566217,0.786,0.392,1.34618299850672e-20,"0","PTPN4"
8.29383569561206e-25,0.854422473672124,0.857,0.444,1.96804427221179e-20,"0","UXT"
9.62006049653721e-25,0.706951647630832,0.993,0.702,2.28274415522332e-20,"0","EEF1D"
1.29295448433978e-24,0.938543568428621,0.854,0.47,3.06805169588986e-20,"0","NSA2"
2.41575875382211e-24,1.09802144072837,0.714,0.326,5.73235394694449e-20,"0","CEP85L"
2.6781043265447e-24,0.97000787558022,0.796,0.381,6.35487375645792e-20,"0","MCUB"
2.73579102358514e-24,1.7852364505649,0.415,0.12,6.49175851986517e-20,"0","TAFA1"
2.9908232207535e-24,0.676842220654383,0.98,0.728,7.09692442052597e-20,"0","BTF3"
4.71057153234783e-24,0.929904869229566,0.782,0.358,1.11777151891082e-19,"0","LCK"
5.66042309836964e-24,0.898425116108259,0.786,0.359,1.34316179701213e-19,"0","SELL"
7.34609297324362e-24,0.676800238851643,0.997,0.876,1.74315440162098e-19,"0","RPL41"
7.56007530736559e-24,1.08604346749418,0.701,0.329,1.79393026968478e-19,"0","RBMS1"
8.33262806970021e-24,0.778510535210378,0.84,0.427,1.97724931465916e-19,"0","PRMT2"
8.68271028384367e-24,0.586623457108141,0.952,0.622,2.06032032325326e-19,"0","ZBTB20"
8.79376661301757e-24,2.60952620325318,0.262,0.04,2.08667287960294e-19,"0","ADTRP"
1.70721293082516e-23,1.4377420622352,0.476,0.155,4.05104556355502e-19,"0","PDK1"
1.7090373028021e-23,1.23494142246414,0.677,0.31,4.05537461581911e-19,"0","SUCLG2"
2.54646785290014e-23,0.615329187081527,0.993,0.768,6.04251356814675e-19,"0","FAU"
2.60924502780074e-23,1.47366262441567,0.558,0.229,6.19147752646837e-19,"0","CCDC18-AS1"
3.13289332608946e-23,0.606637201434986,0.973,0.582,7.43404257347769e-19,"0","SKAP1"
4.18557858764383e-23,0.808393688742802,0.684,0.293,9.93195943062005e-19,"0","STAT4"
4.79341347931912e-23,0.69314962770115,0.983,0.637,1.13742908450763e-18,"0","EEF2"
5.09542530917704e-23,0.658592491455665,0.939,0.599,1.20909347161462e-18,"0","PACS1"
6.02230029439057e-23,0.898844964724717,0.735,0.363,1.42903163685594e-18,"0","TMC8"
8.32254581101871e-23,1.31376931925123,0.493,0.163,1.97485689549663e-18,"0","IPCEF1"
1.19432691774532e-22,0.807069904950502,0.895,0.508,2.83401834311788e-18,"0","MZT2B"
1.43383596279944e-22,0.543412921534022,0.983,0.664,3.40234935612678e-18,"0","LINC01619"
1.44584703013865e-22,1.91820380684076,0.35,0.084,3.43085041781601e-18,"0","CHMP7"
2.09292929280942e-22,1.5678691408068,0.469,0.16,4.96631191890747e-18,"0","ATP10A"
2.50598680956078e-22,0.710826391237106,0.918,0.519,5.94645610040678e-18,"0","EVL"
3.10032258651173e-22,0.7983841072153,0.779,0.402,7.35675546553368e-18,"0","SNHG25"
3.24755618391729e-22,1.7978120044883,0.367,0.094,7.70612606881733e-18,"0","CITED4"
3.54549206046068e-22,0.774840542589526,0.901,0.501,8.41309811026714e-18,"0","EIF3F"
5.18675562058034e-22,0.803668953458747,0.847,0.472,1.23076524120751e-17,"0","TMEM131L"
5.72900725698648e-22,1.29897571341796,0.558,0.221,1.35943613201032e-17,"0","ATF7IP2"
5.97930941240751e-22,0.968075625006697,0.731,0.35,1.41883033047018e-17,"0","PSIP1"
6.78075336474028e-22,1.61231465803431,0.432,0.138,1.60900496591922e-17,"0","FAM102A"
1.02298741819694e-21,0.513248776695831,0.939,0.521,2.42744684463952e-17,"0","PITPNC1"
1.11402848524779e-21,1.61488650217619,0.493,0.189,2.64347819264449e-17,"0","ZNF101"
1.22176697988981e-21,1.98132634938614,0.279,0.054,2.89913086658052e-17,"0","SLC16A10"
1.28307258925883e-21,1.25335690753726,0.51,0.175,3.04460294705229e-17,"0","DGKA"
2.02357759411003e-21,1.00424634437708,0.609,0.264,4.80174727306368e-17,"0","AC119396.1"
2.03043433645157e-21,1.39234818084742,0.459,0.16,4.81801763696594e-17,"0","PRKN"
2.97695817907999e-21,0.596621422763741,0.993,0.748,7.06402406313891e-17,"0","PFDN5"
3.59222583342209e-21,1.00049234232726,0.639,0.293,8.52399268012727e-17,"0","IMMP2L"
4.52346584796168e-21,0.488845676109935,0.993,0.753,1.07337321106283e-16,"0","RIPOR2"
5.17709759299597e-21,1.01324711523576,0.687,0.332,1.22847348784201e-16,"0","PIK3CD"
5.83884726218796e-21,0.660347294954499,0.973,0.65,1.38550006684458e-16,"0","SF1"
9.53045734174067e-21,0.683794911085737,0.942,0.585,2.26148222262164e-16,"0","SNHG6"
1.04328501474349e-20,1.20339445429571,0.497,0.18,2.47561101148483e-16,"0","TSPAN14"
1.10493706690113e-20,1.94765842324296,0.33,0.083,2.6219051660497e-16,"0","AC010609.1"
1.15832932793262e-20,1.24464766788001,0.476,0.169,2.74859966225131e-16,"0","DOCK9"
1.16758836841651e-20,1.03735172035849,0.643,0.28,2.77057043941553e-16,"0","PPA1"
1.19599028642081e-20,0.699596429261292,0.949,0.579,2.83796535064795e-16,"0","COMMD6"
1.2891811393328e-20,1.99656679774251,0.303,0.069,3.05909792552279e-16,"0","EPHX2"
1.55669323152932e-20,0.638580556507661,0.986,0.667,3.69387736909591e-16,"0","RPL36AL"
1.67369551002139e-20,0.752020719143157,0.833,0.436,3.97151207572975e-16,"0","TRAF3IP3"
1.89691979470907e-20,0.912774429242773,0.769,0.404,4.50120098086514e-16,"0","AC068724.3"
2.27402736215926e-20,1.34484776572712,0.452,0.157,5.39603952766771e-16,"0","FLT3LG"
2.60303350562492e-20,0.87206864868601,0.745,0.384,6.17673820549737e-16,"0","TTC3"
2.68810562582314e-20,0.820534023534959,0.796,0.436,6.37860583951572e-16,"0","ATP5PO"
3.3079145584566e-20,0.852416372758221,0.776,0.406,7.84935045576166e-16,"0","CLEC2D"
3.52458192841347e-20,1.078657025628,0.439,0.154,8.36348045793232e-16,"0","LINC01934"
4.06221137682378e-20,1.28864589996906,0.537,0.229,9.63922137606514e-16,"0","MDFIC"
4.91611747716413e-20,0.736060472241332,0.912,0.581,1.16654551615628e-15,"0","EIF3H"
5.49336734529643e-20,0.953873405139045,0.415,0.129,1.30352113736539e-15,"0","HABP4"
7.05378231343708e-20,1.77225175412789,0.357,0.1,1.67379200515549e-15,"0","NIPAL3"
9.25974960381779e-20,0.732076251788694,0.769,0.395,2.19724598348992e-15,"0","CYFIP2"
9.28910133869216e-20,1.0787486539899,0.531,0.2,2.20421085665826e-15,"0","ITPKB"
1.17248916069812e-19,0.786323802182082,0.827,0.462,2.78219952942058e-15,"0","TMEM123"
1.27727849998892e-19,0.848240929934087,0.789,0.435,3.0308541526237e-15,"0","EIF3M"
1.28888245798321e-19,1.13740904502562,0.435,0.147,3.05838918454837e-15,"0","NAA16"
1.36827301201671e-19,1.70086096194941,0.364,0.109,3.24677503021445e-15,"0","FAM153CP"
2.28800191921953e-19,0.633831406347033,0.959,0.599,5.42919975411601e-15,"0","HINT1"
3.19526760595295e-19,0.821377051506637,0.823,0.475,7.58205050216576e-15,"0","TOMM20"
4.31267896915509e-19,1.58667787998378,0.361,0.104,1.02335559259081e-14,"0","C12orf65"
4.42727416705196e-19,0.618188905037812,0.993,0.714,1.05054788709976e-14,"0","RPL8"
6.86467667988953e-19,0.60248318787838,0.939,0.593,1.62891912937099e-14,"0","ZFAS1"
7.34077612811903e-19,1.472513822671,0.425,0.151,1.74189276744136e-14,"0","THEM4"
7.9173372722748e-19,0.508840772736994,1,0.79,1.87870496133809e-14,"0","TXNIP"
8.23363264941864e-19,1.21824945809711,0.541,0.223,1.95375869138055e-14,"0","HIVEP2"
1.05342613492097e-18,0.797267215289031,0.81,0.452,2.49967487555397e-14,"0","RBMX"
1.20236385401727e-18,0.760296513342267,0.796,0.467,2.85308918919758e-14,"0","RBL2"
1.59481692836207e-18,0.974890046653611,0.588,0.252,3.78434108931036e-14,"0","ALKBH7"
1.78902583911004e-18,0.760056485294253,0.466,0.172,4.24517941362421e-14,"0","DISC1"
1.91763495961664e-18,0.768577251632497,0.765,0.404,4.55035599567433e-14,"0","STK38"
2.65596785325357e-18,1.74087423704073,0.296,0.074,6.3023461189854e-14,"0","CHRM3-AS2"
2.76722566387687e-18,1.71724462972225,0.323,0.091,6.56634977781342e-14,"0","MDS2"
3.41364469591877e-18,1.15468829879106,0.364,0.112,8.10023749894564e-14,"0","TRAT1"
3.62976398389927e-18,0.934104157124812,0.66,0.327,8.61306695739457e-14,"0","TTC39C"
4.02135097138596e-18,0.63691091107217,0.942,0.581,9.54226372000173e-14,"0","ATP5MC2"
4.02755538750258e-18,1.52200536165001,0.34,0.1,9.55698617900486e-14,"0","LINC01473"
